feature,mean,std,rf_importance,lr_coef_abs
thalach,149.11414634146342,23.005723745977196,0.35205386608714373,1.0012313014293581
age,54.43414634146342,9.072290233244281,0.26634049476083915,0.11946854267376882
chol,246.0,51.59251020618206,0.2097542082459641,0.1648057032053241
trestbps,131.61170731707318,17.516718005376408,0.17185143090605312,0.304342290124141
